,Remittance-sending country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,World
164,Serbia,0.0,0.3423743761513494,0.0,0.0,0.0,0.0,0.0,0.054342787581569775,0.0,0.0,2.4596485957034644,34.93999208831627,0.0,0.0,0.0,0.0,0.0,0.11012727376408342,3.7033669864190935,0.0,0.0,0.0,0.0,0.0,288.6336729741399,0.0,0.13335467636187417,0.0,2.2162791073530927,0.0,0.0,0.0,0.0,0.0,0.3359415581671582,0.0,0.0,0.0,0.0,0.0,3.621932083303003,0.0,0.0,0.0,0.0,0.0,0.0,615.7905736149095,0.0,0.0,0.0,6.001604613149995,0.46262437417656765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.335634455785,0.0,0.0,0.0,0.0,55.246433453518264,0.0,0.4569593165422132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.387695098875383,0.0,0,0.0,0.0,0.10909263829411239,0.0,0.0,0.0,3.1929303261632023,0.0,0.0,0.6879989174187531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.31592378429179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42624322558853234,0.0,0.0,91.00772138313212,0.0,0.0,0.0,0.0,0.0,0.8896799823731795,0.0,0.007565816578083302,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.338703965975678,0.0,0.0,0.0,8.336957245529076,2.281209498774377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6614444654883114,28.483861375073996,0.0,0.0,0.07256942475093425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.777491586495731,7.312480705688121,0.0519722765890934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0972157128786165,0.0,0.0,0.0,0.0,2.1084871715492186,0.0,0.3063984720640626,2.0589469279922747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012520547774051094,0.0,1290.769972884681
165,Seychelles,0.0,0.0,0.0,0.0,0.0,2.379615450580596e-05,0.0,0.0032208195349041208,0.0,0.0,0.2091537921516551,0.09197582308785639,0.0005163272170161274,0.0,0.0,0.3646778700625989,0.0,0.0,0.6851228924875322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014763471276222446,0.0,0.003487391270428848,0.0,0.0,0.0,0.0,0.0,0.016747819615371525,0.0,0.0,0.0,0.0,0.0,2.8391872168190284,0.0,0.0,0.0,0.0,0.0,0.006058117391174618,0.002400866831380046,0.0,0.0,0.0,0.005765230175936595,0.014161970638058194,0.0,0.0,0.0,0.0,0.044027048591392594,0.0,0.0,0.0,0.0,0.002618016359924989,0.0,0.0,0.0025244021445413405,2.8027786758433533,0.0,0.0,0.0,0.0,0.3204317172682855,0.061965269616955844,0.0003179539721574153,0.0,0.0,0.0,0.0,0.0008486326951352437,0.0,0.0,0.00153610979149995,0.0,0.0,0.02312257201228449,0.039624877468372476,26.566244931668162,0.2698573424797646,0.0007553549612084274,0.0,0.010615371237474719,0.0,0.0076665199212727665,0.37277866752159217,0.0,0.0037219153818517548,0.0,0.0,1.3619971053412623,0.0,0.0,0.002377721848648632,0.0,0.0,0.0,0.0,0.0,0.026172348186750686,0.0,0.0,0.0,0.0,0.002100574842834359,0.024551806856211597,0.0,0.0,1.1436043503920281,0.003166530283396653,0.016409758100319805,0.11121512797228605,0.0,0.0,0.0,0.0,0.7522670473482479,0.0,0.0,0.0,0.0,0.003457553821507756,0.0,0.02373928597555113,0.00019816392306858016,0.0,5.367822240317702e-05,0.4135337548437042,0.005657742336236435,0.0,0.000540415469863093,0.0,0.0,2.409888232407072,0.0,0.0029034236939330053,0.001607302122074937,0.07414703135191135,0.0,0.0,0.0004569475928778634,0.0,0.0,3.065314388461841,0.0,0.008266614679214322,0.0,0.0,0.003924443970565879,0.05620578893154983,0.0009277240019268453,0.0,0.0,0.0,0.0,0.02583937889507609,0.0023523406631093383,0.0,0.00023838292818137522,0.0,0.0,0.0034744705815774298,0.0,0.0,0.0,0.21609469343265528,0.0,0.196772203439359,2.1125469866860485,0.024320454586958324,0.0,0.0,0.0,0.0,0.0,0.0006454565036067572,0.04830740115835858,0.04987526189608897,0.0004076391173416387,0.0,0.04031801026324876,1.338387789383241,0.0,0.0,0.0,0.0003652803917798167,0.0,0.0,0.0,0.0,0.0,0.10022315684893535,0.015597889320550446,0.0,0.24074165662176353,0.022739373702725923,0.0,0.0,0.002030164884317447,0.0004122512369165934,0.01202064136686611,0.0,0.0,0.0,0.00117405463999881,0.0,48.7449814610263
166,Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08034844701656607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04543926036409804,0.0,0.004687719261509067,0.0,0.0,0.030540141651559844,0.0,0.0,0.0,0.0,0.0,1.243511914657253,0.0,0.0,0.0,0.0,0.0,0.11084676843026366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.002961261357604,0.0,0.4445990077097462,2.830006481826658,0.0,0.0,0.0,0.0,0.0,6.48414070351598,0.011899043128513866,0.0,0.0,0.0,0.0,0.0,0.0,1.2598273330232153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02233149229111053,0.0,0.0,0.10887135087667804,0.0,0.0,0.030910384032432216,0.0,0.0,0.0,0.0,0.0,6.490416034137915,0.0,17.312266169583566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98856774168631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07456398132791792,29.32849194650483,0.0,0.0,0.0,0.32416159179684856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037190373106497865,0.0,0.0,0.0,0.0,0.0,1.5634705000457398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020581437012498534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3002705026227814,0.7400632532341709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013403534059576403,0.0,72.90436837426184
167,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.10839494715299,0.0,0.0,0.0,0.0,192.31401488838736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47429950905368,0.0,0.0,0.0,0.0,0.0,2638.928492347113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.314832626442215,0.0,0.0,806.3001184856945,379.4889040380206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.406699890981645,0.0,0.0,0.0,1019.0844357996597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1123671489971674,0.0,0.0,0.0,0.0,0.0,0.0,531.0107942466464,0.0,0.0,0.0,0.0,0.0,82.30838000486571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.658231581468065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.11888303740447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.83320368171547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5935.462052233604
168,Sint Maarten (Dutch part),0.0,0.0,0.0,0.0,0.0,0.0,0.19418995606268172,0.0021563363450131205,0.0,0.6138616922940426,0.0,0.0,0.0,0.0,0.0,0.0,0.07268595304776672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037436302669654004,0.0,0.0,0.0,0.0,0.0,1.011670632786449,0.3962634446289485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4899936391831603,0.0,0.0,0.0,0.0,0.4570572525149848,13.10754754857426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081774225764101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033387891730754047,0.0,0.0,0.0,0.0,1.0292934763596628,4.246941207755656,0.0,0.001522607223494822,0.0,0.0,3.6034146855618516,0.11950985031700014,0.0,0.0,0.0,0.0,0.0,0.05834796535120572,4.606372139685723,0.055828730727776325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7883628647818317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013937554917939321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0226369272747355,0.0,0.002161661879452372,0.0,0.0,0.0,0.0,0.0058068473878660105,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004133307339607161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024596525429919875,0.0,1.9391563953818898,0.2598511502837252,0.0,0.034603517529787096,0.0,0.0030744975906949958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07524776070664224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045522058706660734,0.6387696794674828,0.0,0.0,0.0,0.016978327635727385,0.0,0.0,0.0,0.0,0.0,0.0,40.06404551234048
169,Slovak Republic,0.013061344926569065,0.051490397624969715,0.07296876856493868,0.0,0.0,0.0004332684383928238,0.011027363548286793,0.04264654777123198,0.2109062799769269,0.0,1.062501264130408,14.066890589907446,0.00935124914756374,0.0,0.0,0.017638251677324426,0.0010110640245399813,0.09854093391726693,12.350728899707676,0.0013853203478634134,0.0075087534199669926,0.0,0.0,0.024044248386257724,0.37654977693820735,0.0010703394034732518,0.08172561940426966,0.0,1.5198033753632816,0.010794275504708703,0.0020250222529351425,0.0,0.002452290363362308,0.004809830809330202,0.482731271266591,0.0,0.0,0.0,0.0,0.003023417504501824,3.8821356444359747,0.06551130072357646,0.0,5.554460767946696e-05,0.0,0.02397852374276187,0.002367668519600422,1.5859680874654543,0.0,0.0,0.1652779156666007,498.1158872009218,0.5334342273668586,0.0,0.0018566093798043986,0.05610587684473126,0.05499548771113596,0.5501920307667496,0.005296361066823959,0.0,0.0,0.07824614162307485,0.022323261588609228,0.011839930086009072,0.0,0.16408613939518712,28.273644537016285,0.1717556587565164,0.0,0.002829712975046405,0.1306338942664132,12.016189397560705,0.037732425960242885,0.07485781217280567,0.0,0.0009555585317011733,0.0,0.03128449223449554,0.001742375666936602,0.0028344270506422482,0.0011534874607296679,0.0,0.009913141431555103,0.0,128.67498724362426,0.1915202410971337,0.46807512920479283,0.04870703229537755,0.03876126808880415,0.019088097636795316,0.5906695852852003,0.0,0.3526599163785472,6.158951898182826,0.0276230044379308,0.3908011150944343,0.25915680570291677,0.011743140865953964,0.060562471836165706,0.016913019344740758,0.0,0.7228274419891841,0.0,0.0006666522025016193,0.05231181097569745,0.0004815820441322248,0.19997549457162397,0.5796799133643584,0.00267325066038897,0.008349693345580082,0.0,0.0,0.1712502996624939,1.4731084113726958,0.0,0.23397956781057494,0.02768793101093938,0.0016260516012400112,0.012165602762019528,0.0,0.0,0.029048648949720993,0.0,0.0,0.010085476397700657,0.16948604677556237,0.00342936904749776,0.1351521962715927,0.0,0.22647458148668922,0.0634203622243521,0.07846875399302747,0.0006103358540325463,0.0007145209508766814,1.803717971722155e-05,0.016216436414524756,0.6322527060744216,0.15431559953120633,0.017293295035618977,0.017562706170143765,0.001714024981024986,1.050717880705152,0.0,0.6677874496045912,0.004821906366224812,0.12401960047298612,0.0,0.0498047595588616,0.00046544057976040946,0.0036114323891879626,0.08478036131990438,0.07857280596373051,7.614361594799183,0.14466575688625063,0.0,0.038068422142893056,5.228237120065625,1.4283299149082442,0.0018971363584968698,0.00032526129166288886,0.0,0.0005611953686952068,0.028377749941073213,0.04391519821199292,3.7893699193652064,0.013384137841652512,0.0004890332679109302,0.0,0.0,0.0,0.447065401614299,0.006139710583796052,0.0,0.023381194238779417,0.0,4.5093629954853105,0.011240613312243583,0.0,0.0,0.0,0.0,0.0007078170398136057,0.0,0.0002172512721559359,1.1432751607478198,2.3441373091161815,0.07170834516295661,0.0205029726608476,0.0020537205269917894,0.25988273961702646,0.0,0.0014478013085142487,0.0,0.0018264019588990837,0.23848818433508628,0.06433187352229312,0.0,0.0,0.001210270230210337,0.03294678243102625,11.023187351537503,0.0,4.2895786088968775,4.754596319660874,0.005105659541136592,0.0,0.002066290481470266,0.007050138610222794,6.486270554340774,0.0,0.014509386286475497,0.05760715449043952,0.0023849744192767815,0.0,775.1743184679507
170,Slovenia,0.0014013370866641892,0.20835325836881366,0.058530652498600275,0.0,0.0,9.801426885317016e-05,0.0,2.755102305586422,0.020107000484768565,0.005349751489808317,8.742628511939184,49.99156501951723,0.0020978880307687643,0.0,0.0,0.01626257296930487,0.002041469728023247,0.12886903671537855,10.610146416090702,0.0028127656204365195,0.001550724911339074,0.0,0.0,0.03162936461118282,132.9231239300796,0.0021609247023997255,0.25664722725941763,0.0,2.011849989212719,0.026102438863488675,0.0017658167572394041,0.004989657866482503,0.0014370986083411085,0.01763574286424448,2.600837869681225,0.0,0.0,0.0,0.0,0.008805401397455838,8.631326358835468,0.13239358386665395,0.0,2.9076864949004978e-05,0.0,0.02017555043707548,0.0009708762546039539,169.45543372623,0.0,0.0,0.06730974055510468,4.01260020245187,0.3823732072275713,0.0,0.0006266285269683293,1.0882190629933122,0.03425559015772877,0.7499875599721101,0.0,0.0,0.0,0.09378809323256052,0.016650355278443264,0.0,0.0007492606987723272,0.1539885308170218,48.67984015938456,0.0,0.0,0.058671643101638436,0.06294737422998671,61.538911301374235,0.1608640829069909,0.05516215577855053,0.0,0.0,0.0,0.012708199546447837,0.004232324226037588,0.013229902417988819,0.0023424731677968882,0.0325391597922756,0.04560660326013915,0.0,5.478238507581529,0.10566633991565995,0.8902142903193776,0.12118327430376301,0.08823855952057284,0.04237951482666021,0.06824167224090891,0.0,0.18910749139139488,30.30852644632075,0.04003714365490408,0.4540736765859141,0.5710811460247553,0.006323914841496884,0.16467229377444195,0.0,0.0,0.07370937730810757,59.089968944824854,0.0002715990454636227,0.011926568703861499,0.0004905315291454507,0.17229451209693902,0.35500582842523465,0.0,0.01457598241781622,0.0,0.0,0.14937019618847555,2.0377999690655626,0.0,8.666746854770256,0.036742742838059804,0.0004839569895751982,0.012267539890638562,0.0,0.02546193284219459,0.025175495756424863,0.0,0.0,0.013075511717623783,0.18510236259029844,0.0,1.0221381723743368,0.0,0.017630497562196968,3.2856268922848044,0.06419724030975296,0.0010590684562213494,0.0009814257898334243,7.305674770652671e-05,0.05569759527069605,0.8543190927717017,0.0,0.021616618794523722,0.009949664101024899,0.0,1.1088756827167383,0.0,0.13646091361485124,0.003214604244149874,0.11310736147739442,0.0,0.023436610970885598,0.0006385125727737367,0.0036618722532675936,0.16367192199510877,0.7495801177749087,1.0749113062122009,0.1546645164558818,0.0,0.07613684428578611,0.6295223613925188,1.3085429380506362,0.017668486292718968,0.0,0.0,0.0,0.026275694389882608,0.04978630778606974,96.62182185449669,0.0,0.0027965833051568053,0.0,0.0,3.3848710551590693,0.0,0.025363110375598623,0.0,0.06818860825584537,0.0,6.747646809608018,0.08338352922965883,0.0,0.0,0.0,0.0,0.0016546486644793093,0.0,0.0,5.3379678279986225,15.614793532083237,0.02557020841094559,0.007009153842920757,0.004227178281028585,2.1466515364830028,0.0,0.007523035499072289,0.0,0.0018410457471241806,0.24699227189402706,0.0633883370350536,0.0,0.0,0.0,0.018948066309695026,2.3860400407196587,0.0,1.8296365903254026,2.6522378600543055,0.0044618500278087985,0.0,0.0,0.03766819282865646,0.04541016057452673,0.0,0.0023829561354319954,0.04094356261628195,0.0010180373156572031,0.0,763.7241721693255
171,Solomon Islands,0.0,0.0,0.05989032898501671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.794539536661201,0.0,0.0,0.0,0.0,0.21617269810109807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015202309089341021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.040079647362674,62.86257110488501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761992338522106,1.9486929339706942,0.0,0.0,0.021988983277626203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376695387179284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09873397849127846,0.0,0.0,0.0,0.0,0.0,0.0,0.12537638900823758,0.0,0.0,0.0,0.0,0.0,0.0,0.41124978063779294,0.0,0.0,0.0,0.0,0.0,0.2540971530603381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16244518559873944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10505090470767861,0.14883953696329696,0.0,0.0,0.48458219906406924,0.0,0.22157271843621035,0.0,0.0,0.0,0.0,0.0,97.73845442220959
172,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004575083557695198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.132402620846092e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8093759480357605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033398269518757125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005352133811154285,0.0,0.0,0.8226481247591065
173,South Africa,0.00339428105651233,0.060865056680350214,0.22581599453366957,0.0,0.0,0.7865477387359635,0.0,1.1345338577171125,0.0,0.0,15.464831391693378,14.965007450647692,0.0,0.0,0.0,28.11190733962862,0.02622727205832942,0.059970297594302856,144.5794471498014,0.0,0.10135613842536739,6.523456003841537,0.0,0.10171718756361857,0.1589502517854364,23.941734203903035,3.920355332638363,0.0,4.27757366174443,0.0,1.0558283843298997,0.0,0.0,1.3336246664602005,3.0293850186627904,0.0,0.0,0.0,0.0,0.04982316843613211,125.03539452793844,0.47371512787964964,0.17881540870229048,0.10343564737715555,0.0,0.0,0.23440691892919088,1.2004898611754082,0.0,13.865875066696391,5.554593241706644,6.2033876693077765,11.721391031432832,0.0,0.0,0.0,0.0,13.514005320903706,0.0,0.0,0.0,0.17984663705041823,18.200980322187704,0.0,0.007845148638785302,0.8835407505894692,91.43450785492483,0.0,0.0,0.0,0.0,122.68529374909482,19.325490292033408,1.5369590253630163,0.0,0.0,0.0,0.3442486440117954,0.006534152639065114,0.028198899616121754,0.014119865005109937,0.0,0.0,0.6034599962451144,0.0,0.10566633991565995,171.31803576228793,2.1751707775881095,0.34293385924560477,0.05514136990138771,9.021549070248158,0.0,8.410172353636225,74.31585853565235,0.23437484126415498,4.797548927206912,0.2333779575106837,0.0,45.30603323188834,0.0,0.0,2.915086986443223,0.0,0.0010370145372247412,0.041647977859234915,0.002541696001090377,1.395651331369741,5.439207547627235,330.60620652079564,0.9234450622915379,0.0,0.0,0.6217701534789704,0.491036137124232,0.0,0.04637322193688367,0.45699033844617143,11.009989430384367,0.726777623319941,0.1440237957072682,0.20426559271214603,0.46284180659888785,0.0,0.0,11.527243951908417,0.4997446557875894,0.0,0.0,0.0,0.0,0.0,2.033783975710022,54.59568457680839,0.036956714295619475,2.0850000761786,0.2452717772882146,27.93793165633552,0.0,1.5769323410605054,0.16938166698699686,0.023801678477610465,297.05271535980114,0.0,2.2646704812677445,0.049826365784323055,31.64702248065432,0.0,0.13042956460706862,0.006964978002415529,0.05300174151461007,0.24736850175081704,6.034588096408439,14.995411282886561,107.76358895823792,0.0,0.0,1.137118195078462,2.0004821662930707,2.629541193614613,0.0,0.0,0.0,0.45614605460836205,9.037582475066985,6.084236280945672,1.444256317109721,0.07102213891468533,0.0,4.450860999395393,1.0249688215653419,0.0,0.01828963094416608,0.0,0.0,0.0,8.805556103911316,3.261564840066603,0.044304525805376145,0.0,0.0,0.0,0.10551711358136351,0.0,17.660411102631567,1.3687096994868264,5.555336863502832,0.03906601207638578,0.0,16.904127431079498,4.705866941405494,0.0,0.0,0.0,0.006209766660256883,0.2656144987723979,0.3920444566632207,0.0,0.0,0.0,15.874315329808534,3.6907253746880353,0.0,267.5821627745754,34.24549679630524,0.0261036954831167,0.0,0.0,0.08138591976682762,0.38737643096248997,0.0,0.04368113366146868,0.12097537141162916,10.383371501822255,0.0,2335.9353911097837
